ID_x,Type,Price Area,Currency Type,Spot ID,ID_y,Parent ID,Is Complex,Spot Type ID,square_space,zip_code_id,longitude,updated_at_x,deleted_at_x,latitude,created_at_x,zip_codes_id,zip_codes_state_id,zip_codes_municipality,zip_codes_city,rate,max_rate,created_at_y,updated_at_y,deleted_at_y,user_id,type_of_space,space_category
19625,1,2,1,22536,22536,,0,9,5134.0,67634,99.2226829,2024-02-01 11:14:00,,19.4699587,2024-02-01 11:14:00,67634,15,Naucalpan de Juárez,Naucalpan de Juárez,260.0,,2024-02-01 11:14:00,2024-03-19 20:48:00,,8524,individual_space,Industrial
19626,1,2,2,22537,22537,,1,11,1121.0,29150,99.1885424,2024-02-01 11:58:00,,19.432164,2024-02-01 11:47:00,29150,7,Miguel Hidalgo,Ciudad de México,30.0,,2024-02-01 11:47:00,2024-04-17 23:24:00,,9541,multi_tenant,Office
19627,1,2,2,22538,22538,,1,11,3950.0,29150,99.1860116,2024-02-01 14:17:00,,19.4319472,2024-02-01 11:52:00,29150,7,Miguel Hidalgo,Ciudad de México,29.0,,2024-02-01 11:52:00,2024-04-17 23:24:00,,9541,multi_tenant,Office
19628,1,2,2,22539,22539,"22,538",0,11,1050.0,0,,2024-02-01 11:54:00,,,2024-02-01 11:54:00,0,0,None,None,29.0,,2024-02-01 11:54:00,2024-04-17 23:24:00,,9541,sub_space,Office
19629,1,1,2,22540,22540,"22,538",0,11,2344.0,0,,2024-02-01 11:54:00,,,2024-02-01 11:54:00,0,0,None,None,29.0,,2024-02-01 11:54:00,2024-04-17 23:24:00,,9541,sub_space,Office
19630,1,2,2,22541,22541,"22,538",0,11,572.0,0,,2024-02-01 11:55:00,,,2024-02-01 11:55:00,0,0,None,None,28.0,,2024-02-01 11:55:00,2024-04-17 23:24:00,,9541,sub_space,Office
19631,1,2,1,22542,22542,,1,11,207.0,40832,101.63337223,2024-02-01 12:24:00,,21.15025954,2024-02-01 12:24:00,40832,11,León,León de los Aldama,6500.0,40000.0,2024-02-01 12:24:00,2024-05-05 10:00:00,,12294,multi_tenant,Office
19632,1,2,1,22543,22543,"20,386",0,9,2070.0,0,,2024-02-01 12:29:00,,,2024-02-01 12:29:00,0,0,None,None,140.0,,2024-02-01 12:29:00,2024-03-20 12:40:00,,8524,sub_space,Industrial
19633,1,2,1,22544,22544,,0,11,76.0,41470,101.59719432,2024-02-01 12:41:00,,21.08246806,2024-02-01 12:41:00,41470,11,León,León de los Aldama,10500.0,,2024-02-01 12:41:00,2024-02-01 12:42:00,2024-02-01 12:56:00,12294,individual_space,Office
19634,2,2,1,22544,22544,,0,11,76.0,41470,101.59719432,2024-02-01 12:41:00,,21.08246806,2024-02-01 12:41:00,41470,11,León,León de los Aldama,1360000.0,,2024-02-01 12:41:00,2024-02-01 12:42:00,2024-02-01 12:56:00,12294,individual_space,Office
19635,1,2,1,22545,22545,,1,11,1706.0,28402,99.1716686,2024-02-01 12:47:00,,19.3950072,2024-02-01 12:47:00,28402,7,Benito Juárez,Ciudad de México,350.0,,2024-02-01 12:47:00,2024-03-19 20:48:00,,10118,multi_tenant,Office
19636,1,2,1,22546,22546,"22,545",0,11,653.0,0,,2024-02-01 12:51:00,,,2024-02-01 12:51:00,0,0,None,None,350.0,,2024-02-01 12:51:00,2024-02-01 12:51:00,,10118,sub_space,Office
19637,1,2,1,22547,22547,"22,545",0,11,406.0,0,,2024-02-01 12:51:00,,,2024-02-01 12:51:00,0,0,None,None,350.0,,2024-02-01 12:51:00,2024-02-01 12:51:00,,10118,sub_space,Office
19638,1,2,1,22548,22548,"22,545",0,11,459.0,0,,2024-02-01 12:52:00,,,2024-02-01 12:52:00,0,0,None,None,350.0,,2024-02-01 12:52:00,2024-02-01 12:52:00,,10118,sub_space,Office
19639,1,2,1,22549,22549,"22,545",0,11,188.0,0,,2024-02-01 12:54:00,,,2024-02-01 12:54:00,0,0,None,None,350.0,,2024-02-01 12:54:00,2024-02-01 12:54:00,,10118,sub_space,Office
19640,1,2,1,22550,22550,,1,11,615.0,28441,99.1719523,2024-02-01 12:58:00,,19.396707,2024-02-01 12:58:00,28441,7,Benito Juárez,Ciudad de México,350.0,,2024-02-01 12:58:00,2024-03-19 20:48:00,,10118,multi_tenant,Office
19641,1,2,1,22551,22551,"22,550",0,11,615.0,0,,2024-02-01 13:08:00,,,2024-02-01 13:08:00,0,0,None,None,350.0,,2024-02-01 13:08:00,2024-02-01 13:08:00,,10118,sub_space,Office
19642,1,2,1,22552,22552,,1,11,1163.0,28407,99.1722933,2024-02-01 13:16:00,,19.3931919,2024-02-01 13:16:00,28407,7,Benito Juárez,Ciudad de México,350.0,,2024-02-01 13:16:00,2024-03-19 20:48:00,,10118,multi_tenant,Office
19643,1,2,1,22553,22553,"22,552",0,11,494.0,0,,2024-02-01 13:22:00,,,2024-02-01 13:22:00,0,0,None,None,350.0,,2024-02-01 13:22:00,2024-02-01 13:22:00,,10118,sub_space,Office
19644,1,2,1,22554,22554,"22,552",0,11,139.0,0,,2024-02-01 13:25:00,,,2024-02-01 13:25:00,0,0,None,None,350.0,,2024-02-01 13:25:00,2024-02-01 13:25:00,,10118,sub_space,Office
19645,1,2,1,22555,22555,"22,552",0,11,373.0,0,,2024-02-01 13:25:00,,,2024-02-01 13:25:00,0,0,None,None,350.0,,2024-02-01 13:25:00,2024-02-01 13:25:00,,10118,sub_space,Office
19646,1,2,1,22556,22556,"22,552",0,11,157.0,0,,2024-02-01 13:26:00,,,2024-02-01 13:26:00,0,0,None,None,350.0,,2024-02-01 13:26:00,2024-02-01 13:26:00,,10118,sub_space,Office
19647,1,2,2,22557,22557,,1,11,2389.0,28402,99.17222457,2024-02-01 13:36:00,,19.3921943,2024-02-01 13:36:00,28402,7,Benito Juárez,Ciudad de México,27.0,,2024-02-01 13:36:00,2024-03-19 20:48:00,,10118,multi_tenant,Office
19648,1,2,2,22558,22558,"22,557",0,11,162.0,0,,2024-02-01 13:38:00,,,2024-02-01 13:38:00,0,0,None,None,27.0,,2024-02-01 13:38:00,2024-02-01 13:38:00,,10118,sub_space,Office
19649,1,2,2,22559,22559,"22,557",0,11,73.0,0,,2024-02-01 13:39:00,,,2024-02-01 13:39:00,0,0,None,None,27.0,,2024-02-01 13:39:00,2024-02-01 13:39:00,,10118,sub_space,Office
19650,1,2,2,22560,22560,"22,557",0,11,1077.0,0,,2024-02-01 13:40:00,,,2024-02-01 13:40:00,0,0,None,None,27.0,,2024-02-01 13:40:00,2024-02-01 13:40:00,,10118,sub_space,Office
19651,1,2,2,22561,22561,"22,557",0,11,1077.0,0,,2024-02-01 13:41:00,,,2024-02-01 13:41:00,0,0,None,None,27.0,,2024-02-01 13:41:00,2024-02-01 13:41:00,,10118,sub_space,Office
19652,1,1,1,22562,22562,,0,13,100.0,67076,99.4677668,2024-04-11 12:48:00,,19.1824713,2024-02-01 13:48:00,67076,15,Tianguistenco,None,30000.0,32000.0,2024-02-01 13:48:00,2024-04-11 12:48:00,,12302,individual_space,Retail/Commercial
19653,1,2,2,22563,22563,,1,11,17459.0,28089,99.1603036,2024-02-27 16:43:00,,19.4291506,2024-02-01 14:06:00,28089,7,Álvaro Obregón,Ciudad de México,25.5,,2024-02-01 14:06:00,2024-02-28 13:35:00,,10118,multi_tenant,Office
19654,1,2,2,22564,22564,"22,563",0,11,283.0,0,,2024-02-13 13:26:00,,,2024-02-01 14:08:00,0,0,None,None,25.5,,2024-02-01 14:08:00,2024-02-13 13:26:00,,6805,sub_space,Office
19655,1,2,2,22565,22565,"22,563",0,11,800.0,0,,2024-02-01 14:08:00,,,2024-02-01 14:08:00,0,0,None,None,26.0,,2024-02-01 14:08:00,2024-02-01 14:08:00,,10118,sub_space,Office
19656,1,2,2,22566,22566,"22,563",0,11,179.0,0,,2024-02-01 14:09:00,,,2024-02-01 14:09:00,0,0,None,None,26.0,,2024-02-01 14:09:00,2024-02-01 14:09:00,,10118,sub_space,Office
19657,1,2,2,22567,22567,"22,563",0,11,800.0,0,,2024-02-01 14:10:00,,,2024-02-01 14:10:00,0,0,None,None,26.0,,2024-02-01 14:10:00,2024-02-01 14:10:00,,10118,sub_space,Office
19658,1,2,2,22568,22568,"22,563",0,11,339.0,0,,2024-02-01 14:12:00,,,2024-02-01 14:12:00,0,0,None,None,26.0,,2024-02-01 14:12:00,2024-02-01 14:12:00,,10118,sub_space,Office
19659,1,2,2,22569,22569,"22,563",0,11,541.0,0,,2024-02-01 14:13:00,,,2024-02-01 14:13:00,0,0,None,None,26.0,,2024-02-01 14:13:00,2024-02-01 14:13:00,,10118,sub_space,Office
19660,1,2,2,22570,22570,"22,563",0,11,54.0,0,,2024-02-01 14:13:00,,,2024-02-01 14:13:00,0,0,None,None,26.0,,2024-02-01 14:13:00,2024-02-01 14:13:00,,10118,sub_space,Office
19661,1,2,1,22571,22571,,1,11,4001.0,28100,99.1899485,2024-02-13 13:06:00,,19.3418502,2024-02-01 14:21:00,28100,7,Álvaro Obregón,Ciudad de México,350.0,,2024-02-01 14:21:00,2024-02-28 13:35:00,,10118,multi_tenant,Office
19662,2,1,1,22572,22572,,0,15,1300.0,102638,100.3259337,2024-02-01 15:15:00,,20.5709659,2024-02-01 14:39:00,102638,22,El Marqués,None,6500000.0,,2024-02-01 14:39:00,2024-04-01 10:00:00,,11038,individual_space,Field
19663,1,2,1,22573,22573,"22,571",0,11,434.0,0,,2024-02-01 14:47:00,,,2024-02-01 14:47:00,0,0,None,None,350.0,,2024-02-01 14:47:00,2024-02-06 11:44:00,,10118,sub_space,Office
19664,1,2,1,22574,22574,"22,571",0,11,622.0,0,,2024-02-01 14:47:00,,,2024-02-01 14:47:00,0,0,None,None,350.0,,2024-02-01 14:47:00,2024-02-06 11:44:00,,10118,sub_space,Office
19665,1,2,1,22575,22575,"22,571",0,11,517.0,0,,2024-02-01 14:48:00,,,2024-02-01 14:48:00,0,0,None,None,350.0,,2024-02-01 14:48:00,2024-02-06 11:44:00,,10118,sub_space,Office
19666,1,2,1,22576,22576,"22,571",0,11,564.0,0,,2024-02-01 14:48:00,,,2024-02-01 14:48:00,0,0,None,None,350.0,,2024-02-01 14:48:00,2024-02-06 11:44:00,,10118,sub_space,Office
19667,1,2,1,22577,22577,"22,571",0,11,507.0,0,,2024-02-01 14:49:00,,,2024-02-01 14:49:00,0,0,None,None,350.0,,2024-02-01 14:49:00,2024-02-06 11:44:00,,10118,sub_space,Office
19668,1,2,1,22578,22578,"22,571",0,11,563.0,0,,2024-02-01 14:50:00,,,2024-02-01 14:50:00,0,0,None,None,350.0,,2024-02-01 14:50:00,2024-02-06 11:44:00,,10118,sub_space,Office
19669,1,2,1,22579,22579,"22,571",0,11,576.0,0,,2024-02-01 14:50:00,,,2024-02-01 14:50:00,0,0,None,None,350.0,,2024-02-01 14:50:00,2024-02-06 11:44:00,,10118,sub_space,Office
19670,1,2,1,22580,22580,"22,571",0,11,216.0,0,,2024-02-01 14:51:00,,,2024-02-01 14:51:00,0,0,None,None,350.0,,2024-02-01 14:51:00,2024-02-06 11:44:00,,10118,sub_space,Office
19671,1,1,1,22581,22581,,0,13,60.0,101790,100.3797516,2024-02-15 11:57:00,,20.5861929,2024-02-01 14:53:00,101790,22,Querétaro,Santiago de Querétaro,24000.0,,2024-02-01 14:53:00,2024-03-19 20:49:00,,2388,individual_space,Retail/Commercial
19673,1,2,2,22583,22583,"22,537",0,11,1121.0,0,,2024-02-01 16:21:00,,,2024-02-01 16:21:00,0,0,None,None,30.0,,2024-02-01 16:21:00,2024-04-17 23:24:00,,9541,sub_space,Office
19674,1,2,1,22584,22584,,0,9,10450.0,28390,99.154552,2024-02-09 13:27:00,,19.4660984,2024-02-01 18:21:00,28390,7,Azcapotzalco,Ciudad de México,180.0,,2024-02-01 18:21:00,2024-04-17 10:28:00,,12164,individual_space,Industrial
19675,1,2,1,22585,22585,,0,13,1003.0,29279,99.1724635,2024-02-01 18:27:00,,19.2817175,2024-02-01 18:27:00,29279,7,Tlalpan,Ciudad de México,400.0,,2024-02-01 18:27:00,2024-02-01 18:35:00,,9791,individual_space,Retail/Commercial
19676,2,2,1,22586,22586,,0,9,3450.0,28358,99.1468095,2024-02-01 18:29:00,,19.4752059,2024-02-01 18:29:00,28358,7,Azcapotzalco,Ciudad de México,180.0,,2024-02-01 18:29:00,2024-04-17 10:28:00,,12164,individual_space,Industrial
19677,1,2,1,22587,22587,,0,13,7900.0,67885,99.2111938,2024-02-01 19:01:00,,19.5434604,2024-02-01 19:01:00,67885,15,Tlalnepantla de Baz,Tlalnepantla de Baz,450.0,,2024-02-01 19:01:00,2024-02-01 19:01:00,,9791,individual_space,Retail/Commercial
19678,1,1,1,22588,22588,,0,13,1000.0,28398,99.1581665,2024-02-01 19:12:00,,19.3906715,2024-02-01 19:12:00,28398,7,Benito Juárez,Ciudad de México,100000.0,,2024-02-01 19:12:00,2024-02-01 19:12:00,,9791,individual_space,Retail/Commercial
19679,1,1,1,22589,22589,,0,13,4500.0,28987,99.1146182,2024-02-02 14:02:00,,19.3565994,2024-02-01 19:18:00,28987,7,Iztapalapa,Ciudad de México,600000.0,,2024-02-01 19:18:00,2024-02-02 14:02:00,,9791,individual_space,Retail/Commercial
19680,1,2,1,22590,22590,"18,793",0,11,3331.0,0,,2024-02-01 20:45:00,,,2024-02-01 20:45:00,0,0,None,None,300.0,,2024-02-01 20:45:00,2024-02-01 20:45:00,,9541,sub_space,Office
19681,1,2,1,22591,22591,"18,793",0,11,3625.0,0,,2024-02-01 20:46:00,,,2024-02-01 20:46:00,0,0,None,None,300.0,,2024-02-01 20:46:00,2024-02-01 20:46:00,,9541,sub_space,Office
19682,1,2,1,22592,22592,"18,793",0,11,3625.0,0,,2024-02-01 20:47:00,,,2024-02-01 20:47:00,0,0,None,None,300.0,,2024-02-01 20:47:00,2024-02-01 20:47:00,,9541,sub_space,Office
19683,1,2,1,22593,22593,"18,793",0,11,3625.0,0,,2024-02-01 20:47:00,,,2024-02-01 20:47:00,0,0,None,None,300.0,,2024-02-01 20:47:00,2024-02-01 20:47:00,,9541,sub_space,Office
19684,1,2,1,22594,22594,"18,793",0,11,3625.0,0,,2024-02-01 20:48:00,,,2024-02-01 20:48:00,0,0,None,None,300.0,,2024-02-01 20:48:00,2024-02-01 20:48:00,,9541,sub_space,Office
19685,1,2,1,22595,22595,"18,793",0,11,3625.0,0,,2024-02-01 20:50:00,,,2024-02-01 20:50:00,0,0,None,None,300.0,,2024-02-01 20:50:00,2024-02-01 20:50:00,,9541,sub_space,Office
19686,1,2,1,22596,22596,"18,793",0,11,3625.0,0,,2024-02-01 20:50:00,,,2024-02-01 20:50:00,0,0,None,None,300.0,,2024-02-01 20:50:00,2024-02-01 20:50:00,,9541,sub_space,Office
19687,1,2,1,22597,22597,"18,793",0,11,3625.0,0,,2024-02-01 20:51:00,,,2024-02-01 20:51:00,0,0,None,None,300.0,,2024-02-01 20:51:00,2024-02-01 20:51:00,,9541,sub_space,Office
19688,1,2,1,22598,22598,"18,793",0,11,3625.0,0,,2024-02-01 20:51:00,,,2024-02-01 20:51:00,0,0,None,None,300.0,,2024-02-01 20:51:00,2024-02-01 20:51:00,,9541,sub_space,Office
19704,1,2,1,22614,22614,"20,850",0,11,670.0,0,,2024-03-26 08:23:00,,,2024-02-02 09:26:00,0,0,None,None,500.0,,2024-02-02 09:26:00,2024-05-07 10:00:00,,2360,sub_space,Office
19705,2,1,1,22615,22615,,0,13,23296.0,106223,100.9793721,2024-02-02 11:08:00,,22.170494,2024-02-02 10:51:00,106223,24,San Luis Potosí,San Luis Potosí,291200000.0,,2024-02-02 10:51:00,2024-05-05 10:31:00,,8374,individual_space,Retail/Commercial
19706,2,1,1,22616,22616,,0,13,13483.0,38769,101.35953228,2024-02-02 11:19:00,,20.69137581,2024-02-02 11:19:00,38769,11,Irapuato,Irapuato,67416385.0,,2024-02-02 11:19:00,2024-05-05 10:31:00,,8374,individual_space,Retail/Commercial
19707,1,1,1,22617,22617,,0,13,50.0,28545,99.2983643,2024-03-05 17:42:00,,19.3564629,2024-02-02 11:43:00,28545,7,Cuajimalpa de Morelos,Ciudad de México,550.0,,2024-02-02 11:43:00,2024-04-08 10:00:00,,4434,individual_space,Retail/Commercial
19708,1,1,1,22618,22618,,0,13,2500.0,24500,100.935949,2024-02-02 13:33:00,,25.5544415,2024-02-02 13:33:00,24500,8,Ramos Arizpe,Ramos Arizpe,120000.0,,2024-02-02 13:33:00,2024-03-07 10:00:00,,12323,individual_space,Retail/Commercial
19709,1,1,1,22619,22619,,0,13,30.0,93336,95.1937149,2024-02-07 13:05:00,,16.1765646,2024-02-02 17:11:00,93336,20,Salina Cruz,Salina Cruz,20000.0,25000.0,2024-02-02 17:11:00,2024-02-07 13:05:00,2024-02-07 13:19:00,12327,individual_space,Retail/Commercial
19710,2,2,1,22620,22620,,0,15,140.0,84888,105.1409967,2024-02-02 18:48:00,,21.1768633,2024-02-02 18:47:00,84888,18,Compostela,None,4800.0,,2024-02-02 18:47:00,2024-02-02 18:48:00,2024-02-04 23:16:00,12279,individual_space,Field
19711,2,1,1,22621,22621,,0,13,236.0,59520,103.47797823,2024-02-02 19:30:00,,20.53237272,2024-02-02 19:00:00,59520,14,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,6500000.0,,2024-02-02 19:00:00,2024-02-02 19:30:00,2024-02-04 23:16:00,12279,individual_space,Retail/Commercial
19712,1,1,1,22622,22622,,1,11,110.0,141269,89.5987465,2024-03-21 08:59:00,,21.0106937,2024-02-03 09:59:00,141269,31,Mérida,Mérida,55000.0,,2024-02-03 09:59:00,2024-03-21 08:59:00,,12332,multi_tenant,Office
19713,1,2,1,22623,22623,,1,11,12500.0,28616,99.1585877,2024-02-04 11:55:00,,19.4274125,2024-02-04 11:55:00,28616,7,Cuauhtémoc,Ciudad de México,400.0,,2024-02-04 11:55:00,2024-04-04 20:34:00,,11483,multi_tenant,Office
19714,1,1,1,22624,22624,,0,15,350.0,32923,104.3213503,2024-02-04 15:02:00,,24.3996756,2024-02-04 15:02:00,32923,10,Pánuco de Coronado,Francisco I. Madero,25000.0,,2024-02-04 15:02:00,2024-02-15 11:48:00,,12341,individual_space,Field
19715,2,1,1,22625,22625,,0,13,236.0,59520,103.4855773,2024-02-05 00:07:00,,20.5322622,2024-02-05 00:07:00,59520,14,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,6500000.0,,2024-02-05 00:07:00,2024-02-05 00:07:00,2024-02-06 14:07:00,12279,individual_space,Retail/Commercial
19716,2,1,1,22626,22626,,0,13,89.0,58314,103.4309139,2024-02-05 00:13:00,,20.7355581,2024-02-05 00:13:00,58314,14,Zapopan,Zapopan,3100000.0,,2024-02-05 00:13:00,2024-02-05 00:13:00,2024-02-06 14:07:00,12279,individual_space,Retail/Commercial
19717,1,2,1,22627,22627,,1,9,867.0,29319,99.21558411,2024-02-06 13:45:00,,19.27115804,2024-02-05 10:22:00,29319,7,Tlalpan,Ciudad de México,96.0,,2024-02-05 10:22:00,2024-02-06 13:45:00,,12343,multi_tenant,Industrial
19718,1,2,1,22628,22628,,0,13,40.0,105303,86.85699191,2024-02-05 10:46:00,,21.10982327,2024-02-05 10:36:00,105303,23,Benito Juárez,Cancún,350.0,400.0,2024-02-05 10:36:00,2024-04-02 10:00:00,,12265,individual_space,Retail/Commercial
19719,2,2,1,22629,22629,,0,15,140.0,84888,105.1986111,2024-02-05 12:50:00,,21.0997222,2024-02-05 12:50:00,84888,18,Compostela,None,5000.0,,2024-02-05 12:50:00,2024-02-06 12:11:00,2024-02-06 12:14:00,12279,individual_space,Field
19720,2,2,1,22630,22630,,0,15,140.0,84888,105.1986111,2024-02-05 22:46:00,,21.0997222,2024-02-05 22:44:00,84888,18,Compostela,None,6200.0,,2024-02-05 22:44:00,2024-02-05 22:46:00,2024-02-06 14:06:00,12279,individual_space,Field
19721,1,1,1,22631,22631,,0,13,80.0,28306,99.2123853,2024-02-12 09:46:00,,19.3151272,2024-02-06 09:34:00,28306,7,Álvaro Obregón,Ciudad de México,35000.0,,2024-02-06 09:34:00,2024-03-17 10:00:00,,12363,individual_space,Retail/Commercial
19722,1,1,1,22632,22632,,0,13,65.0,28827,99.1216634,2024-02-06 11:31:00,,19.3959729,2024-02-06 11:20:00,28827,7,Iztacalco,Ciudad de México,34330.0,,2024-02-06 11:20:00,2024-03-11 10:00:00,,392,individual_space,Retail/Commercial
19723,1,2,1,22633,22633,"14,795",0,11,380.0,0,,2024-02-06 11:48:00,,,2024-02-06 11:48:00,0,0,None,None,550.0,,2024-02-06 11:48:00,2024-02-06 11:48:00,,6805,sub_space,Office
19724,1,1,1,22634,22634,,0,13,495.0,29087,99.2099649,2024-02-06 12:18:00,,19.4299256,2024-02-06 12:18:00,29087,7,Miguel Hidalgo,Ciudad de México,300000.0,,2024-02-06 12:18:00,2024-03-26 10:00:00,,9145,individual_space,Retail/Commercial
19725,2,2,1,22635,22635,,0,15,140.0,84888,105.1830555,2024-02-06 12:49:00,,21.0963888,2024-02-06 12:49:00,84888,18,Compostela,None,4800.0,,2024-02-06 12:49:00,2024-02-06 12:49:00,2024-02-06 14:06:00,12279,individual_space,Field
19726,1,2,1,22636,22636,,0,13,160.0,29126,99.1971847,2024-02-06 12:54:00,,19.4540407,2024-02-06 12:54:00,29126,7,Miguel Hidalgo,Ciudad de México,300.0,,2024-02-06 12:54:00,2024-03-11 10:00:00,,12373,individual_space,Retail/Commercial
19727,1,1,1,22637,22637,,0,13,100.0,28556,99.2601019,2024-02-06 13:48:00,,19.3916857,2024-02-06 13:48:00,28556,7,Cuajimalpa de Morelos,Ciudad de México,30000.0,,2024-02-06 13:48:00,2024-02-06 13:48:00,,9791,individual_space,Retail/Commercial
19729,1,1,1,22639,22639,,0,13,105.0,28459,99.1223702,2024-02-06 14:10:00,,19.3574653,2024-02-06 14:10:00,28459,7,Coyoacán,Ciudad de México,26250.0,,2024-02-06 14:10:00,2024-02-06 14:10:00,,9791,individual_space,Retail/Commercial
19730,1,2,1,22640,22640,,1,13,68965.0,67381,99.30105855,2024-02-06 14:22:00,,19.5710489,2024-02-06 14:20:00,67381,15,Atizapán de Zaragoza,Ciudad Adolfo López Mateos,200.0,600.0,2024-02-06 14:20:00,2024-05-07 10:00:00,,8463,multi_tenant,Retail/Commercial
19731,1,2,1,22641,22641,,0,11,15.0,28978,99.1119932,2024-02-06 15:02:00,,19.3455473,2024-02-06 15:02:00,28978,7,Iztapalapa,Ciudad de México,5000.0,,2024-02-06 15:02:00,2024-02-06 15:02:00,2024-02-06 15:22:00,12005,individual_space,Office
19732,1,2,2,22642,22642,,1,11,6365.0,29087,99.2098533,2024-03-04 13:45:00,,19.4326237,2024-02-06 16:07:00,29087,7,Miguel Hidalgo,Ciudad de México,25.0,,2024-02-06 16:07:00,2024-03-04 13:45:00,,9325,multi_tenant,Office
19733,1,2,2,22643,22643,"22,642",0,11,688.0,0,,2024-02-12 10:26:00,,,2024-02-06 16:17:00,0,0,None,None,24.0,,2024-02-06 16:17:00,2024-02-12 10:26:00,,8463,sub_space,Office
19734,1,2,2,22644,22644,"22,642",0,11,688.0,0,,2024-02-12 10:26:00,,,2024-02-06 16:18:00,0,0,None,None,24.0,,2024-02-06 16:18:00,2024-02-12 10:26:00,,8463,sub_space,Office
19735,1,2,2,22645,22645,"22,642",0,11,688.0,0,,2024-02-12 10:26:00,,,2024-02-06 16:19:00,0,0,None,None,24.0,,2024-02-06 16:19:00,2024-02-12 10:26:00,,8463,sub_space,Office
19736,1,2,2,22646,22646,"22,642",0,11,688.0,0,,2024-02-06 16:21:00,,,2024-02-06 16:21:00,0,0,None,None,24.0,,2024-02-06 16:21:00,2024-02-06 16:21:00,,9325,sub_space,Office
19737,1,1,1,22647,22647,,0,13,55.0,28892,99.0806088,2024-02-07 13:14:00,,19.3579802,2024-02-06 16:29:00,28892,7,Iztapalapa,Ciudad de México,32000.0,,2024-02-06 16:29:00,2024-03-12 10:00:00,,12005,individual_space,Retail/Commercial
19738,1,2,1,22648,22648,,0,13,58.0,29126,99.1971847,2024-02-06 16:35:00,,19.4540407,2024-02-06 16:35:00,29126,7,Miguel Hidalgo,Ciudad de México,250.0,,2024-02-06 16:35:00,2024-03-11 10:00:00,2024-04-15 10:29:00,12373,individual_space,Retail/Commercial
19739,1,2,1,22649,22649,"17,696",0,11,911.0,0,,2024-02-06 16:58:00,,,2024-02-06 16:58:00,0,0,None,None,320.0,,2024-02-06 16:58:00,2024-02-06 16:58:00,,9541,sub_space,Office
19740,1,2,1,22650,22650,"17,696",0,11,780.0,0,,2024-02-06 16:59:00,,,2024-02-06 16:59:00,0,0,None,None,320.0,,2024-02-06 16:59:00,2024-02-06 16:59:00,,9541,sub_space,Office
19741,1,2,1,22651,22651,"17,696",0,11,780.0,0,,2024-02-06 17:00:00,,,2024-02-06 17:00:00,0,0,None,None,780.0,,2024-02-06 17:00:00,2024-02-06 17:00:00,,9541,sub_space,Office
19742,1,2,1,22652,22652,"17,696",0,11,780.0,0,,2024-02-06 17:00:00,,,2024-02-06 17:00:00,0,0,None,None,320.0,,2024-02-06 17:00:00,2024-02-06 17:00:00,,9541,sub_space,Office
19743,2,1,1,22653,22653,,0,13,100.0,28399,99.1474528,2024-02-09 19:27:00,2024-02-09 19:27:00,19.3866886,2024-02-06 17:14:00,28399,7,Benito Juárez,Ciudad de México,40000.0,,2024-02-06 17:14:00,2024-04-26 11:51:00,,392,individual_space,Retail/Commercial
19887,1,1,1,22653,22653,,0,13,100.0,28399,99.1474528,2024-02-09 19:27:00,,19.3866886,2024-02-09 19:27:00,28399,7,Benito Juárez,Ciudad de México,40000.0,,2024-02-06 17:14:00,2024-04-26 11:51:00,,392,individual_space,Retail/Commercial
19744,1,1,1,22654,22654,,0,13,180.0,28880,99.0612554,2024-02-06 17:44:00,,19.350107,2024-02-06 17:43:00,28880,7,Iztapalapa,Ciudad de México,35000.0,,2024-02-06 17:43:00,2024-03-06 13:43:00,2024-03-06 13:46:00,12005,individual_space,Retail/Commercial
19745,1,1,1,22655,22655,,0,15,611.0,70737,98.9560365,2024-02-07 13:20:00,,19.3611697,2024-02-06 17:59:00,70737,15,La Paz,Los Reyes Acaquilpan (La Paz),30000.0,,2024-02-06 17:59:00,2024-03-12 10:00:00,,12005,individual_space,Field
19746,1,2,1,22656,22656,,1,11,3600.0,29164,99.1896024,2024-02-09 14:29:00,,19.4083339,2024-02-06 18:29:00,29164,7,Miguel Hidalgo,Ciudad de México,290.0,,2024-02-06 18:29:00,2024-04-17 23:24:00,,9541,multi_tenant,Office
19747,1,2,2,22657,22657,"14,496",0,11,303.0,0,,2024-02-06 18:36:00,,,2024-02-06 18:36:00,0,0,None,None,21.0,,2024-02-06 18:36:00,2024-02-06 18:36:00,,9541,sub_space,Office
19748,1,2,2,22658,22658,"14,496",0,11,263.0,0,,2024-02-06 18:37:00,,,2024-02-06 18:37:00,0,0,None,None,21.0,,2024-02-06 18:37:00,2024-02-06 18:37:00,,9541,sub_space,Office
19749,1,2,2,22659,22659,"14,496",0,11,393.0,0,,2024-02-06 18:38:00,,,2024-02-06 18:38:00,0,0,None,None,21.0,,2024-02-06 18:38:00,2024-02-06 18:38:00,,9541,sub_space,Office
19750,1,2,2,22660,22660,"14,496",0,11,392.0,0,,2024-02-06 18:39:00,,,2024-02-06 18:39:00,0,0,None,None,21.0,,2024-02-06 18:39:00,2024-02-06 18:39:00,,9541,sub_space,Office
19751,1,2,2,22661,22661,"14,496",0,11,392.0,0,,2024-02-06 18:39:00,,,2024-02-06 18:39:00,0,0,None,None,21.0,,2024-02-06 18:39:00,2024-02-06 18:39:00,,9541,sub_space,Office
